type,product_id,name,ram,storage,price,stock,description,evaluate,color,image
iPhone,IP11-256-G,iPhone 11 256GB,4GB,256GB,10490000,instock,"Vi xử lý: Chip Apple A13 Bionic với Neural Engine thế hệ thứ 3, mang lại hiệu năng cực kỳ mạnh mẽ, vẫn xử lý mượt mà mọi tác vụ và game nặng. 
Màn hình: Công nghệ Liquid Retina HD (IPS LCD) 6.1 inch, độ phân giải 1792x828 pixels, hỗ trợ True Tone, dải màu rộng (P3). 
Camera: Hệ thống camera kép 12MP gồm camera Góc rộng và Siêu rộng. Có chế độ Ban đêm (Night Mode), Deep Fusion. Quay video 4K ở 60fps. 
Camera trước: TrueDepth 12MP, hỗ trợ Chế độ chân dung và quay video 4K. 
Pin & Sạc: Pin Li-Ion thời lượng sử dụng rất tốt. Hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Khung nhôm và mặt lưng kính bóng. Kháng nước, bụi chuẩn IP68 (sâu 2 mét trong 30 phút).","Mẫu iPhone ""quốc dân"" một thời. Hiệu năng vẫn rất mạnh, camera kép chất lượng với chế độ chụp đêm xuất sắc. Pin cực trâu. Điểm trừ là viền màn hình hơi dày và vẫn dùng tấm nền LCD.",Xanh lá,https://cdn2.cellphones.com.vn/358x/media/catalog/product/1/1/11._als_s__2.jpg
iPhone,IP11P-64-G,iPhone 11 Pro 64GB,4GB,64GB,9990000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-space-select-2019_1_2_1_2_1.png
iPhone,IP11P-64-GL,iPhone 11 Pro 64GB,4GB,64GB,9990000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Xanh lá,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-midnight-green-select-2019_1_2_1_2_3.png
iPhone,IP11P-64-Y,iPhone 11 Pro 64GB,4GB,64GB,9990000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-gold-select-2019_1_2_1_2_3.png
iPhone,IP11P-64-S,iPhone 11 Pro 64GB,4GB,64GB,9990000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-silver-select-2019_1_2_1_2_1.png
iPhone,IP11P-128-G,iPhone 11 Pro 128GB,4GB,128GB,11490000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-space-select-2019_1_2_1_2_1.png
iPhone,IP11P-128-GL,iPhone 11 Pro 128GB,4GB,128GB,11490000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Xanh lá,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-midnight-green-select-2019_1_2_1_2_3.png
iPhone,IP11P-128-Y,iPhone 11 Pro 128GB,4GB,128GB,11490000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Vàng,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-gold-select-2019_1_2_1_2_3.png
iPhone,IP11P-128-S,iPhone 11 Pro 128GB,4GB,128GB,11490000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Bạc,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-silver-select-2019_1_2_1_2_1.png
iPhone,IP11P-256-G,iPhone 11 Pro 256GB,4GB,256GB,12490000,instock,"Vi xử lý: Chip Apple A13 Bionic đảm bảo hiệu năng hàng đầu. 
Màn hình: Nâng cấp vượt trội với màn hình Super Retina XDR (OLED) 5.8 inch, độ phân giải 2436x1125 pixels, độ tương phản cực cao, màu đen sâu. 
Camera: Hệ thống 3 camera Pro 12MP gồm góc Rộng, Siêu rộng, và Tele cho khả năng zoom quang học 2x. Đầy đủ tính năng như Night Mode, Deep Fusion. 
Camera trước: TrueDepth 12MP với đầy đủ tính năng. Pin & Sạc: Pin Li-Ion cho thời lượng sử dụng tốt, hỗ trợ sạc nhanh 18W và sạc không dây Qi. 
Thiết kế & Bền bỉ: Thiết kế cao cấp với khung Thép không gỉ và mặt lưng kính nhám sang trọng, chống bám vân tay. Kháng nước, bụi chuẩn IP68 tốt hơn (sâu 4 mét trong 30 phút).","Phiên bản cao cấp nhỏ gọn, cầm nắm cực kỳ thoải mái. Màn hình OLED tuyệt đẹp, hệ thống 3 camera chuyên nghiệp cho ảnh chụp đa dụng. Thiết kế sang trọng với mặt lưng nhám. Lựa chọn hoàn hảo cho ai thích máy mạnh nhưng nhỏ gọn.",Xám,https://cdn2.cellphones.com.vn/358x/media/catalog/product/i/p/iphone-11-pro-space-select-2019_1_2_1_2_1.png
